employee_id,name,department,job_role,matched_skills,missing_skills,total_required_skills,total_matched_skills,missing_skills_count,skill_gap_percentage,readiness_score
203,Paul Murray,Marketing,SEO Analyst,Ahrefs / Semrush; Google Search Console,Google Analytics; Keyword Research; Technical Seo,5,2,3,60.0,40.0
204,Shannon Hall,HR,HR Executive,Communication; Hr Operations; Hris,Onboarding; Recruitment,5,3,2,40.0,60.0
205,Eric Mitchell,Marketing,Content Lead,Content Strategy; Editorial Planning; Seo; Team Leadership,Brand Storytelling; Copywriting,6,4,2,33.33,66.67
206,Erica Murphy,Sales,Sales Executive,B2B Sales; Contract Closing; Crm; Lead Generation,Communication; Negotiation,6,4,2,33.33,66.67
207,David Bradford,Support,Helpdesk,Active Directory; Ticketing Systems,Customer Service; Hardware Support; Windows Os,5,2,3,60.0,40.0
208,William Lopez MD,Support,Support Engineer,Bash Scripting; Customer Support; Linux; Sql,Itil; Troubleshooting,6,4,2,33.33,66.67
209,David Salas,Sales,Account Manager,Contract Negotiation; Upselling,Account Planning; Client Retention; Crm (Salesforce),5,2,3,60.0,40.0
210,Sean Wilcox,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Crm; Lead Generation,Negotiation,6,5,1,16.67,83.33
211,Tommy Rios,Finance,Auditor,Compliance; Financial Analysis; Internal Auditing; Risk Assessment,Excel; Forensic Accounting,6,4,2,33.33,66.67
212,Peter Wilson,Sales,Account Manager,Account Planning; Contract Negotiation; Crm (Salesforce); Upselling,Client Retention,5,4,1,20.0,80.0
213,William Welch,Sales,Sales Executive,B2B Sales; Communication; Crm; Negotiation,Contract Closing; Lead Generation,6,4,2,33.33,66.67
214,Austin Bradford,Sales,Account Manager,Client Retention; Crm (Salesforce); Upselling,Account Planning; Contract Negotiation,5,3,2,40.0,60.0
215,Veronica White,HR,HR Manager,Employee Relations; Hris; Labor Law; Leadership; Talent Acquisition,Performance Management,6,5,1,16.67,83.33
216,Zachary Smith,Marketing,SEO Analyst,Ahrefs / Semrush; Google Analytics; Technical Seo,Google Search Console; Keyword Research,5,3,2,40.0,60.0
217,David King,IT,Engineer,Cloud Infrastructure; Git; Linux; Networking; Security,Python,6,5,1,16.67,83.33
218,Kathryn Pham,IT,Developer,Git; Rest Apis; Sql,Docker; Python; System Design,6,3,3,50.0,50.0
219,Kevin Flores,Finance,Auditor,Compliance; Financial Analysis; Internal Auditing,Excel; Forensic Accounting; Risk Assessment,6,3,3,50.0,50.0
220,Mike Myers,Support,Support Engineer,Linux; Sql; Troubleshooting,Bash Scripting; Customer Support; Itil,6,3,3,50.0,50.0
221,Karen Newton,Sales,Sales Executive,B2B Sales; Communication; Crm; Lead Generation; Negotiation,Contract Closing,6,5,1,16.67,83.33
222,Kimberly Richardson,Marketing,Content Lead,Brand Storytelling; Content Strategy; Copywriting; Editorial Planning,Seo; Team Leadership,6,4,2,33.33,66.67
223,Beth Rivera,HR,HR Executive,Communication; Hris; Recruitment,Hr Operations; Onboarding,5,3,2,40.0,60.0
224,Carlos Garrison,Sales,Account Manager,Account Planning; Client Retention; Crm (Salesforce); Upselling,Contract Negotiation,5,4,1,20.0,80.0
225,Michael Stevenson,Sales,Sales Executive,Communication; Contract Closing; Crm; Negotiation,B2B Sales; Lead Generation,6,4,2,33.33,66.67
226,Christopher Vance,Finance,Auditor,Excel; Financial Analysis; Forensic Accounting; Risk Assessment,Compliance; Internal Auditing,6,4,2,33.33,66.67
227,Michael Simon,Support,Helpdesk,Hardware Support; Ticketing Systems; Windows Os,Active Directory; Customer Service,5,3,2,40.0,60.0
228,Connie White,Support,Support Engineer,Itil; Linux; Sql,Bash Scripting; Customer Support; Troubleshooting,6,3,3,50.0,50.0
229,Eugene Hammond,HR,HR Manager,Hris; Leadership; Performance Management; Talent Acquisition,Employee Relations; Labor Law,6,4,2,33.33,66.67
230,Robert Hunter,Finance,Auditor,Compliance; Excel; Financial Analysis; Risk Assessment,Forensic Accounting; Internal Auditing,6,4,2,33.33,66.67
231,Lisa Hubbard,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks; Tax Compliance,Financial Accounting,6,5,1,16.67,83.33
232,Deborah Stephens,HR,HR Manager,Employee Relations; Hris; Labor Law; Performance Management; Talent Acquisition,Leadership,6,5,1,16.67,83.33
233,Sandra Jordan,IT,Developer,Docker; Git; Python; Rest Apis,Sql; System Design,6,4,2,33.33,66.67
234,Thomas Rogers,Finance,Accountant,Auditing; Erp Systems; Excel; Quickbooks; Tax Compliance,Financial Accounting,6,5,1,16.67,83.33
235,William Schneider,HR,HR Executive,Communication; Hr Operations; Hris; Onboarding,Recruitment,5,4,1,20.0,80.0
236,Alicia Colon PhD,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Quickbooks,Tax Compliance,6,5,1,16.67,83.33
237,Justin Sanchez,Sales,Account Manager,Account Planning; Upselling,Client Retention; Contract Negotiation; Crm (Salesforce),5,2,3,60.0,40.0
238,Andrew Coleman,Support,Support Engineer,Bash Scripting; Itil; Linux,Customer Support; Sql; Troubleshooting,6,3,3,50.0,50.0
239,James Hall,Finance,Auditor,Compliance; Financial Analysis; Risk Assessment,Excel; Forensic Accounting; Internal Auditing,6,3,3,50.0,50.0
240,Daniel Walton,IT,Developer,Python; Sql; System Design,Docker; Git; Rest Apis,6,3,3,50.0,50.0
241,Noah Williams,Support,Helpdesk,Customer Service; Hardware Support; Ticketing Systems; Windows Os,Active Directory,5,4,1,20.0,80.0
242,Alicia Baker,Marketing,Content Lead,Brand Storytelling; Content Strategy; Editorial Planning; Seo; Team Leadership,Copywriting,6,5,1,16.67,83.33
243,Mr. Walter Cardenas,Support,Support Engineer,Bash Scripting; Customer Support; Itil; Sql; Troubleshooting,Linux,6,5,1,16.67,83.33
244,Robert Avila,Support,Helpdesk,Hardware Support; Ticketing Systems,Active Directory; Customer Service; Windows Os,5,2,3,60.0,40.0
245,John Lee,Sales,Sales Executive,B2B Sales; Contract Closing; Crm; Negotiation,Communication; Lead Generation,6,4,2,33.33,66.67
246,Sarah Shelton,Finance,Accountant,Excel; Financial Accounting; Quickbooks; Tax Compliance,Auditing; Erp Systems,6,4,2,33.33,66.67
247,Reginald Perez,IT,Engineer,Cloud Infrastructure; Git; Linux; Python; Security,Networking,6,5,1,16.67,83.33
248,Tammy Anderson,IT,Engineer,Cloud Infrastructure; Git; Linux; Python; Security,Networking,6,5,1,16.67,83.33
249,Daniel Medina,HR,HR Executive,Communication; Hr Operations; Hris; Onboarding,Recruitment,5,4,1,20.0,80.0
250,Jessica Nunez,IT,Developer,Docker; Python; Rest Apis; Sql,Git; System Design,6,4,2,33.33,66.67
251,Matthew Rowe,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Quickbooks,Tax Compliance,6,5,1,16.67,83.33
252,Patrick Armstrong,Support,Helpdesk,Active Directory; Customer Service; Hardware Support,Ticketing Systems; Windows Os,5,3,2,40.0,60.0
253,Thomas Moore,Marketing,SEO Analyst,Google Analytics; Google Search Console; Keyword Research,Ahrefs / Semrush; Technical Seo,5,3,2,40.0,60.0
254,Shannon Green,IT,Engineer,Cloud Infrastructure; Git; Networking; Security,Linux; Python,6,4,2,33.33,66.67
255,Daniel Miller,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Crm; Negotiation,Lead Generation,6,5,1,16.67,83.33
256,Megan Johnson,HR,HR Manager,Employee Relations; Hris; Labor Law; Leadership; Performance Management,Talent Acquisition,6,5,1,16.67,83.33
257,Samantha Hill,Finance,Accountant,Excel; Financial Accounting; Quickbooks,Auditing; Erp Systems; Tax Compliance,6,3,3,50.0,50.0
258,Laurie Martinez,HR,HR Executive,Communication; Hr Operations; Hris; Recruitment,Onboarding,5,4,1,20.0,80.0
259,Jade Stephens,Finance,Auditor,Compliance; Excel; Financial Analysis; Forensic Accounting,Internal Auditing; Risk Assessment,6,4,2,33.33,66.67
260,Andrew Clark,HR,HR Manager,Employee Relations; Hris; Labor Law; Talent Acquisition,Leadership; Performance Management,6,4,2,33.33,66.67
261,Alexis Flores,Marketing,SEO Analyst,Google Analytics; Google Search Console; Technical Seo,Ahrefs / Semrush; Keyword Research,5,3,2,40.0,60.0
262,Erin Gonzalez,IT,Tester,Python; Test Automation; Unit Testing,Api Testing; Jira; Selenium,6,3,3,50.0,50.0
263,Timothy Li,IT,Engineer,Cloud Infrastructure; Linux; Python; Security,Git; Networking,6,4,2,33.33,66.67
264,Mark Ford,Finance,Auditor,Compliance; Excel; Forensic Accounting; Internal Auditing; Risk Assessment,Financial Analysis,6,5,1,16.67,83.33
265,Christopher Mejia,HR,HR Executive,Communication; Hr Operations; Hris; Onboarding,Recruitment,5,4,1,20.0,80.0
266,Andrea Bolton,Marketing,Content Lead,Content Strategy; Editorial Planning; Seo; Team Leadership,Brand Storytelling; Copywriting,6,4,2,33.33,66.67
267,Noah Gray,Support,Support Engineer,Bash Scripting; Customer Support; Itil; Sql; Troubleshooting,Linux,6,5,1,16.67,83.33
268,Tommy Castillo,Marketing,Content Lead,Brand Storytelling; Seo; Team Leadership,Content Strategy; Copywriting; Editorial Planning,6,3,3,50.0,50.0
269,Carolyn Freeman,HR,HR Executive,Communication; Hris; Onboarding; Recruitment,Hr Operations,5,4,1,20.0,80.0
270,Kaitlyn Wheeler,HR,HR Executive,Hr Operations; Hris; Onboarding,Communication; Recruitment,5,3,2,40.0,60.0
271,Melissa Bryant,Finance,Accountant,Auditing; Excel; Financial Accounting; Quickbooks,Erp Systems; Tax Compliance,6,4,2,33.33,66.67
272,Dr. Kelly Porter DDS,Marketing,Content Lead,Brand Storytelling; Content Strategy; Editorial Planning,Copywriting; Seo; Team Leadership,6,3,3,50.0,50.0
273,Mark Reynolds,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Upselling,Crm (Salesforce),5,4,1,20.0,80.0
274,Nicholas Garza,IT,Tester,Jira; Python; Selenium; Test Automation,Api Testing; Unit Testing,6,4,2,33.33,66.67
275,James Singh,HR,HR Manager,Employee Relations; Hris; Leadership; Talent Acquisition,Labor Law; Performance Management,6,4,2,33.33,66.67
276,Laura Russell,IT,Engineer,Cloud Infrastructure; Git; Linux,Networking; Python; Security,6,3,3,50.0,50.0
277,Mr. Timothy Ray DDS,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Upselling,Crm (Salesforce),5,4,1,20.0,80.0
278,Steven Moreno,Sales,Sales Executive,Communication; Contract Closing; Lead Generation,B2B Sales; Crm; Negotiation,6,3,3,50.0,50.0
279,George Ingram,Sales,Account Manager,Client Retention; Contract Negotiation; Crm (Salesforce); Upselling,Account Planning,5,4,1,20.0,80.0
280,Jason Leach,Finance,Auditor,Compliance; Excel; Financial Analysis,Forensic Accounting; Internal Auditing; Risk Assessment,6,3,3,50.0,50.0
281,Norma Gardner,Sales,Account Manager,Account Planning; Client Retention; Upselling,Contract Negotiation; Crm (Salesforce),5,3,2,40.0,60.0
282,Theresa Morgan,Finance,Accountant,Auditing; Erp Systems; Excel; Financial Accounting; Quickbooks,Tax Compliance,6,5,1,16.67,83.33
283,Nicholas Klein,HR,HR Manager,Employee Relations; Hris; Labor Law; Performance Management; Talent Acquisition,Leadership,6,5,1,16.67,83.33
284,Taylor West,Support,Helpdesk,Customer Service; Hardware Support; Ticketing Systems; Windows Os,Active Directory,5,4,1,20.0,80.0
285,Alexandra Hill,Support,Helpdesk,Active Directory; Customer Service; Ticketing Systems; Windows Os,Hardware Support,5,4,1,20.0,80.0
286,Matthew Clark,Sales,Sales Executive,B2B Sales; Contract Closing; Crm; Lead Generation; Negotiation,Communication,6,5,1,16.67,83.33
287,Gabriella Smith,IT,Developer,Git; Python; Rest Apis; Sql,Docker; System Design,6,4,2,33.33,66.67
288,Valerie Turner,Marketing,SEO Analyst,Ahrefs / Semrush; Google Analytics; Keyword Research; Technical Seo,Google Search Console,5,4,1,20.0,80.0
289,Ricky Morgan,Marketing,Content Lead,Content Strategy; Copywriting; Editorial Planning; Seo; Team Leadership,Brand Storytelling,6,5,1,16.67,83.33
290,Amy Lynch,Sales,Sales Executive,Communication; Lead Generation; Negotiation,B2B Sales; Contract Closing; Crm,6,3,3,50.0,50.0
291,Michael White,IT,Developer,Docker; Python; Rest Apis; System Design,Git; Sql,6,4,2,33.33,66.67
292,Stephanie Smith,Sales,Sales Executive,B2B Sales; Communication; Crm; Lead Generation,Contract Closing; Negotiation,6,4,2,33.33,66.67
293,William Norman,HR,HR Manager,Hris; Labor Law; Performance Management; Talent Acquisition,Employee Relations; Leadership,6,4,2,33.33,66.67
294,Ricky Clark,HR,HR Manager,Employee Relations; Hris; Labor Law; Leadership; Talent Acquisition,Performance Management,6,5,1,16.67,83.33
295,Melvin Edwards,Support,Helpdesk,Active Directory; Hardware Support; Windows Os,Customer Service; Ticketing Systems,5,3,2,40.0,60.0
296,Michael Ramirez,Support,Support Engineer,Bash Scripting; Linux; Sql; Troubleshooting,Customer Support; Itil,6,4,2,33.33,66.67
297,Cheryl Crawford,Support,Helpdesk,Active Directory; Hardware Support; Ticketing Systems; Windows Os,Customer Service,5,4,1,20.0,80.0
298,Danielle Gonzalez,Sales,Account Manager,Account Planning; Client Retention; Crm (Salesforce); Upselling,Contract Negotiation,5,4,1,20.0,80.0
299,Brian Stein,HR,HR Manager,Employee Relations; Hris; Labor Law; Talent Acquisition,Leadership; Performance Management,6,4,2,33.33,66.67
300,Robert Dudley,Finance,Accountant,Auditing; Excel; Financial Accounting; Quickbooks,Erp Systems; Tax Compliance,6,4,2,33.33,66.67
301,Janice Griffin,Marketing,Content Lead,Brand Storytelling; Copywriting; Editorial Planning; Seo,Content Strategy; Team Leadership,6,4,2,33.33,66.67
302,Vanessa Phillips,Finance,Auditor,Forensic Accounting; Internal Auditing; Risk Assessment,Compliance; Excel; Financial Analysis,6,3,3,50.0,50.0
303,Jared Walters,Sales,Account Manager,Account Planning; Contract Negotiation; Crm (Salesforce),Client Retention; Upselling,5,3,2,40.0,60.0
304,Richard Miller,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Lead Generation,Crm; Negotiation,6,4,2,33.33,66.67
305,Brandi Lewis,IT,Developer,Git; Python; System Design,Docker; Rest Apis; Sql,6,3,3,50.0,50.0
306,Nancy Taylor DVM,IT,Engineer,Git; Linux; Networking; Python; Security,Cloud Infrastructure,6,5,1,16.67,83.33
307,Michael Harris,Finance,Auditor,Compliance; Excel; Financial Analysis; Internal Auditing; Risk Assessment,Forensic Accounting,6,5,1,16.67,83.33
308,Nicole Robles,HR,HR Manager,Employee Relations; Hris; Labor Law; Leadership,Performance Management; Talent Acquisition,6,4,2,33.33,66.67
309,Samantha Miller,IT,Developer,Docker; Git; Python; System Design,Rest Apis; Sql,6,4,2,33.33,66.67
310,Andrea Perez,HR,HR Manager,Hris; Labor Law; Leadership; Performance Management; Talent Acquisition,Employee Relations,6,5,1,16.67,83.33
311,Scott Flores,HR,HR Executive,Communication; Hr Operations; Hris; Onboarding; Recruitment,,5,5,0,0.0,100.0
312,Paul Jones,Support,Helpdesk,Active Directory; Hardware Support; Ticketing Systems; Windows Os,Customer Service,5,4,1,20.0,80.0
313,John Johns,Support,Support Engineer,Bash Scripting; Customer Support; Itil; Linux; Sql,Troubleshooting,6,5,1,16.67,83.33
314,Lawrence Sellers,HR,HR Manager,Employee Relations; Leadership; Performance Management,Hris; Labor Law; Talent Acquisition,6,3,3,50.0,50.0
315,Joe Schultz,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Lead Generation; Negotiation,Crm,6,5,1,16.67,83.33
316,Sandra Snow,Finance,Accountant,Auditing; Excel; Financial Accounting; Quickbooks; Tax Compliance,Erp Systems,6,5,1,16.67,83.33
317,Beverly Wheeler,Sales,Account Manager,Account Planning; Client Retention; Contract Negotiation; Upselling,Crm (Salesforce),5,4,1,20.0,80.0
318,Ms. Amanda Wallace MD,Sales,Account Manager,Account Planning; Client Retention,Contract Negotiation; Crm (Salesforce); Upselling,5,2,3,60.0,40.0
319,Briana Hamilton,HR,HR Executive,Communication; Hr Operations; Hris; Recruitment,Onboarding,5,4,1,20.0,80.0
320,Carla Smith,Marketing,SEO Analyst,Ahrefs / Semrush; Google Analytics; Keyword Research; Technical Seo,Google Search Console,5,4,1,20.0,80.0
321,Ashley Ortiz,Marketing,SEO Analyst,Ahrefs / Semrush; Keyword Research; Technical Seo,Google Analytics; Google Search Console,5,3,2,40.0,60.0
322,David Winters,IT,Tester,Api Testing; Jira; Python; Selenium; Unit Testing,Test Automation,6,5,1,16.67,83.33
323,Derrick Villanueva,Marketing,Content Lead,Brand Storytelling; Copywriting; Editorial Planning; Seo,Content Strategy; Team Leadership,6,4,2,33.33,66.67
324,Sarah Ponce,IT,Tester,Api Testing; Jira; Test Automation; Unit Testing,Python; Selenium,6,4,2,33.33,66.67
325,Alan Thompson,IT,Engineer,Cloud Infrastructure; Git; Networking; Python; Security,Linux,6,5,1,16.67,83.33
326,Vanessa Logan,Marketing,Content Lead,Content Strategy; Copywriting; Seo; Team Leadership,Brand Storytelling; Editorial Planning,6,4,2,33.33,66.67
327,Joshua Stevens,Sales,Sales Executive,B2B Sales; Communication; Contract Closing; Crm; Negotiation,Lead Generation,6,5,1,16.67,83.33
328,James West,Finance,Accountant,Erp Systems; Financial Accounting; Tax Compliance,Auditing; Excel; Quickbooks,6,3,3,50.0,50.0
329,Donna Wolfe,HR,HR Manager,Employee Relations; Hris; Leadership; Performance Management; Talent Acquisition,Labor Law,6,5,1,16.67,83.33
330,Alexander Murray,IT,Developer,Docker; Git; Python; Rest Apis; Sql,System Design,6,5,1,16.67,83.33
331,Catherine Raymond,Sales,Account Manager,Client Retention; Crm (Salesforce); Upselling,Account Planning; Contract Negotiation,5,3,2,40.0,60.0
332,Lisa White,Sales,Sales Executive,Communication; Crm; Lead Generation; Negotiation,B2B Sales; Contract Closing,6,4,2,33.33,66.67
333,Marie Wilcox,HR,HR Manager,Hris; Labor Law; Performance Management; Talent Acquisition,Employee Relations; Leadership,6,4,2,33.33,66.67
334,Kevin George,Sales,Account Manager,Account Planning; Client Retention; Upselling,Contract Negotiation; Crm (Salesforce),5,3,2,40.0,60.0
335,Justin Howard,Support,Support Engineer,Bash Scripting; Customer Support; Sql; Troubleshooting,Itil; Linux,6,4,2,33.33,66.67
336,Ryan Wood,HR,HR Executive,Communication; Hr Operations; Onboarding; Recruitment,Hris,5,4,1,20.0,80.0
337,Jesse Cline,Marketing,SEO Analyst,Ahrefs / Semrush; Google Search Console; Keyword Research; Technical Seo,Google Analytics,5,4,1,20.0,80.0
338,William Wright,Marketing,SEO Analyst,Ahrefs / Semrush; Google Analytics; Google Search Console,Keyword Research; Technical Seo,5,3,2,40.0,60.0
339,Jeffery Anderson,Marketing,Content Lead,Copywriting; Seo; Team Leadership,Brand Storytelling; Content Strategy; Editorial Planning,6,3,3,50.0,50.0
340,Denise Martinez,Marketing,Content Lead,Content Strategy; Copywriting; Editorial Planning; Seo; Team Leadership,Brand Storytelling,6,5,1,16.67,83.33
341,Benjamin Robinson,Finance,Auditor,Compliance; Internal Auditing; Risk Assessment,Excel; Financial Analysis; Forensic Accounting,6,3,3,50.0,50.0
342,Terry Hunt,IT,Tester,Python; Selenium; Test Automation; Unit Testing,Api Testing; Jira,6,4,2,33.33,66.67
343,Chelsey Smith,HR,HR Executive,Communication; Hris; Recruitment,Hr Operations; Onboarding,5,3,2,40.0,60.0
344,Jeff Oconnor,Finance,Auditor,Compliance; Excel; Financial Analysis; Risk Assessment,Forensic Accounting; Internal Auditing,6,4,2,33.33,66.67
345,Brendan Henson,Finance,Accountant,Auditing; Excel; Tax Compliance,Erp Systems; Financial Accounting; Quickbooks,6,3,3,50.0,50.0
